,Name,Congress,State,Start_Date,End_Date,Party,Since_Year,End_Year,Previously_Rep?
1767,Steve Stivers,rep,OH,2013-01-03,2015-01-03,Republican,2013,2015,Y
1768,Steve Stivers,rep,OH,2015-01-06,2017-01-03,Republican,2015,2017,Y
1769,Steve Stivers,rep,OH,2017-01-03,2019-01-03,Republican,2017,2019,Y
1770,Steve Stivers,rep,OH,2019-01-03,2021-01-03,Republican,2019,2021,Y
1771,Steve Stivers,rep,OH,2021-01-03,2023-01-03,Republican,2021,2023,Y
1772,Linda T. Sánchez,rep,CA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1773,Linda T. Sánchez,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1774,Linda T. Sánchez,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1775,Linda T. Sánchez,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1776,Linda T. Sánchez,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1777,Linda T. Sánchez,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1778,Linda T. Sánchez,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1779,Linda T. Sánchez,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1780,Linda T. Sánchez,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1781,Linda T. Sánchez,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1782,Bennie G. Thompson,rep,MS,1993-04-13,1995-01-03,Democrat,1993,1995,Y
1783,Bennie G. Thompson,rep,MS,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1784,Bennie G. Thompson,rep,MS,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1785,Bennie G. Thompson,rep,MS,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1786,Bennie G. Thompson,rep,MS,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1787,Bennie G. Thompson,rep,MS,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1788,Bennie G. Thompson,rep,MS,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1789,Bennie G. Thompson,rep,MS,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1790,Bennie G. Thompson,rep,MS,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1791,Bennie G. Thompson,rep,MS,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1792,Bennie G. Thompson,rep,MS,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1793,Bennie G. Thompson,rep,MS,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1794,Bennie G. Thompson,rep,MS,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1795,Bennie G. Thompson,rep,MS,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1796,Bennie G. Thompson,rep,MS,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1797,Mike Thompson,rep,CA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1798,Mike Thompson,rep,CA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1799,Mike Thompson,rep,CA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1800,Mike Thompson,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1801,Mike Thompson,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1802,Mike Thompson,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1803,Mike Thompson,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1804,Mike Thompson,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1805,Mike Thompson,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1806,Mike Thompson,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1807,Mike Thompson,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1808,Mike Thompson,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1809,Glenn Thompson,rep,PA,2009-01-06,2011-01-03,Republican,2009,2011,Y
1810,Glenn Thompson,rep,PA,2011-01-05,2013-01-03,Republican,2011,2013,Y
1811,Glenn Thompson,rep,PA,2013-01-03,2015-01-03,Republican,2013,2015,Y
1812,Glenn Thompson,rep,PA,2015-01-06,2017-01-03,Republican,2015,2017,Y
1813,Glenn Thompson,rep,PA,2017-01-03,2019-01-03,Republican,2017,2019,Y
1814,Glenn Thompson,rep,PA,2019-01-03,2021-01-03,Republican,2019,2021,Y
1815,Glenn Thompson,rep,PA,2021-01-03,2023-01-03,Republican,2021,2023,Y
1816,John Thune,rep,SD,1997-01-07,1999-01-03,Republican,1997,1999,Y
1817,John Thune,rep,SD,1999-01-06,2001-01-03,Republican,1999,2001,Y
1818,John Thune,rep,SD,2001-01-03,2003-01-03,Republican,2001,2003,Y
1819,John Thune,sen,SD,2005-01-04,2011-01-03,Republican,2005,2011,Y
1820,John Thune,sen,SD,2011-01-05,2017-01-03,Republican,2011,2017,Y
1821,John Thune,sen,SD,2017-01-03,2023-01-03,Republican,2017,2023,Y
1822,Paul Tonko,rep,NY,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1823,Paul Tonko,rep,NY,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1824,Paul Tonko,rep,NY,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1825,Paul Tonko,rep,NY,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1826,Paul Tonko,rep,NY,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1827,Paul Tonko,rep,NY,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1828,Paul Tonko,rep,NY,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1829,Patrick J. Toomey,rep,PA,1999-01-06,2001-01-03,Republican,1999,2001,Y
1830,Patrick J. Toomey,rep,PA,2001-01-03,2003-01-03,Republican,2001,2003,Y
1831,Patrick J. Toomey,rep,PA,2003-01-07,2005-01-03,Republican,2003,2005,Y
1832,Patrick J. Toomey,sen,PA,2011-01-05,2017-01-03,Republican,2011,2017,Y
1833,Patrick J. Toomey,sen,PA,2017-01-03,2023-01-03,Republican,2017,2023,Y
1834,Michael R. Turner,rep,OH,2003-01-07,2005-01-03,Republican,2003,2005,Y
1835,Michael R. Turner,rep,OH,2005-01-04,2007-01-03,Republican,2005,2007,Y
1836,Michael R. Turner,rep,OH,2007-01-04,2009-01-03,Republican,2007,2009,Y
1837,Michael R. Turner,rep,OH,2009-01-06,2011-01-03,Republican,2009,2011,Y
1838,Michael R. Turner,rep,OH,2011-01-05,2013-01-03,Republican,2011,2013,Y
1839,Michael R. Turner,rep,OH,2013-01-03,2015-01-03,Republican,2013,2015,Y
1840,Michael R. Turner,rep,OH,2015-01-06,2017-01-03,Republican,2015,2017,Y
1841,Michael R. Turner,rep,OH,2017-01-03,2019-01-03,Republican,2017,2019,Y
1842,Michael R. Turner,rep,OH,2019-01-03,2021-01-03,Republican,2019,2021,Y
1843,Michael R. Turner,rep,OH,2021-01-03,2023-01-03,Republican,2021,2023,Y
1844,Fred Upton,rep,MI,1987-01-06,1989-01-03,Republican,1987,1989,Y
1845,Fred Upton,rep,MI,1989-01-03,1991-01-03,Republican,1989,1991,Y
1846,Fred Upton,rep,MI,1991-01-03,1993-01-03,Republican,1991,1993,Y
1847,Fred Upton,rep,MI,1993-01-05,1995-01-03,Republican,1993,1995,Y
1848,Fred Upton,rep,MI,1995-01-04,1997-01-03,Republican,1995,1997,Y
1849,Fred Upton,rep,MI,1997-01-07,1999-01-03,Republican,1997,1999,Y
1850,Fred Upton,rep,MI,1999-01-06,2001-01-03,Republican,1999,2001,Y
1851,Fred Upton,rep,MI,2001-01-03,2003-01-03,Republican,2001,2003,Y
1852,Fred Upton,rep,MI,2003-01-07,2005-01-03,Republican,2003,2005,Y
1853,Fred Upton,rep,MI,2005-01-04,2007-01-03,Republican,2005,2007,Y
1854,Fred Upton,rep,MI,2007-01-04,2009-01-03,Republican,2007,2009,Y
1855,Fred Upton,rep,MI,2009-01-06,2011-01-03,Republican,2009,2011,Y
1856,Fred Upton,rep,MI,2011-01-05,2013-01-03,Republican,2011,2013,Y
1857,Fred Upton,rep,MI,2013-01-03,2015-01-03,Republican,2013,2015,Y
1858,Fred Upton,rep,MI,2015-01-06,2017-01-03,Republican,2015,2017,Y
1859,Fred Upton,rep,MI,2017-01-03,2019-01-03,Republican,2017,2019,Y
1860,Fred Upton,rep,MI,2019-01-03,2021-01-03,Republican,2019,2021,Y
1861,Fred Upton,rep,MI,2021-01-03,2023-01-03,Republican,2021,2023,Y
1862,Chris Van Hollen,rep,MD,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1863,Chris Van Hollen,rep,MD,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1864,Chris Van Hollen,rep,MD,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1865,Chris Van Hollen,rep,MD,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1866,Chris Van Hollen,rep,MD,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1867,Chris Van Hollen,rep,MD,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1868,Chris Van Hollen,rep,MD,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1869,Chris Van Hollen,sen,MD,2017-01-03,2023-01-03,Democrat,2017,2023,Y
1870,Nydia M. Velázquez,rep,NY,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1871,Nydia M. Velázquez,rep,NY,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1872,Nydia M. Velázquez,rep,NY,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1873,Nydia M. Velázquez,rep,NY,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1874,Nydia M. Velázquez,rep,NY,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1875,Nydia M. Velázquez,rep,NY,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1876,Nydia M. Velázquez,rep,NY,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1877,Nydia M. Velázquez,rep,NY,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1878,Nydia M. Velázquez,rep,NY,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1879,Nydia M. Velázquez,rep,NY,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1880,Nydia M. Velázquez,rep,NY,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1881,Nydia M. Velázquez,rep,NY,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1882,Nydia M. Velázquez,rep,NY,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1883,Nydia M. Velázquez,rep,NY,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1884,Nydia M. Velázquez,rep,NY,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1885,Tim Walberg,rep,MI,2007-01-04,2009-01-03,Republican,2007,2009,Y
1886,Tim Walberg,rep,MI,2011-01-05,2013-01-03,Republican,2011,2013,Y
1887,Tim Walberg,rep,MI,2013-01-03,2015-01-03,Republican,2013,2015,Y
1888,Tim Walberg,rep,MI,2015-01-06,2017-01-03,Republican,2015,2017,Y
1889,Tim Walberg,rep,MI,2017-01-03,2019-01-03,Republican,2017,2019,Y
1890,Tim Walberg,rep,MI,2019-01-03,2021-01-03,Republican,2019,2021,Y
1891,Tim Walberg,rep,MI,2021-01-03,2023-01-03,Republican,2021,2023,Y
1892,Debbie Wasserman Schultz,rep,FL,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1893,Debbie Wasserman Schultz,rep,FL,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1894,Debbie Wasserman Schultz,rep,FL,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1895,Debbie Wasserman Schultz,rep,FL,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1896,Debbie Wasserman Schultz,rep,FL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1897,Debbie Wasserman Schultz,rep,FL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1898,Debbie Wasserman Schultz,rep,FL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1899,Debbie Wasserman Schultz,rep,FL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1900,Debbie Wasserman Schultz,rep,FL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1901,Maxine Waters,rep,CA,1991-01-03,1993-01-03,Democrat,1991,1993,Y
1902,Maxine Waters,rep,CA,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1903,Maxine Waters,rep,CA,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1904,Maxine Waters,rep,CA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1905,Maxine Waters,rep,CA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1906,Maxine Waters,rep,CA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1907,Maxine Waters,rep,CA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1908,Maxine Waters,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1909,Maxine Waters,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1910,Maxine Waters,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1911,Maxine Waters,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1912,Maxine Waters,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1913,Maxine Waters,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1914,Maxine Waters,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1915,Maxine Waters,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1916,Maxine Waters,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1917,Daniel Webster,rep,FL,2011-01-05,2013-01-03,Republican,2011,2013,Y
1918,Daniel Webster,rep,FL,2013-01-03,2015-01-03,Republican,2013,2015,Y
1919,Daniel Webster,rep,FL,2015-01-06,2017-01-03,Republican,2015,2017,Y
1920,Daniel Webster,rep,FL,2017-01-03,2019-01-03,Republican,2017,2019,Y
1921,Daniel Webster,rep,FL,2019-01-03,2021-01-03,Republican,2019,2021,Y
1922,Daniel Webster,rep,FL,2021-01-03,2023-01-03,Republican,2021,2023,Y
1923,Peter Welch,rep,VT,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1924,Peter Welch,rep,VT,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1925,Peter Welch,rep,VT,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1926,Peter Welch,rep,VT,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1927,Peter Welch,rep,VT,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1928,Peter Welch,rep,VT,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1929,Peter Welch,rep,VT,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1930,Peter Welch,rep,VT,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1931,Joe Wilson,rep,SC,2001-12-18,2003-01-03,Republican,2001,2003,Y
1932,Joe Wilson,rep,SC,2003-01-07,2005-01-03,Republican,2003,2005,Y
1933,Joe Wilson,rep,SC,2005-01-04,2007-01-03,Republican,2005,2007,Y
1934,Joe Wilson,rep,SC,2007-01-04,2009-01-03,Republican,2007,2009,Y
1935,Joe Wilson,rep,SC,2009-01-06,2011-01-03,Republican,2009,2011,Y
1936,Joe Wilson,rep,SC,2011-01-05,2013-01-03,Republican,2011,2013,Y
1937,Joe Wilson,rep,SC,2013-01-03,2015-01-03,Republican,2013,2015,Y
1938,Joe Wilson,rep,SC,2015-01-06,2017-01-03,Republican,2015,2017,Y
1939,Joe Wilson,rep,SC,2017-01-03,2019-01-03,Republican,2017,2019,Y
1940,Joe Wilson,rep,SC,2019-01-03,2021-01-03,Republican,2019,2021,Y
1941,Joe Wilson,rep,SC,2021-01-03,2023-01-03,Republican,2021,2023,Y
1942,Frederica S. Wilson,rep,FL,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1943,Frederica S. Wilson,rep,FL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1944,Frederica S. Wilson,rep,FL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1945,Frederica S. Wilson,rep,FL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1946,Frederica S. Wilson,rep,FL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1947,Frederica S. Wilson,rep,FL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1948,Robert J. Wittman,rep,VA,2007-12-13,2009-01-03,Republican,2007,2009,Y
1949,Robert J. Wittman,rep,VA,2009-01-06,2011-01-03,Republican,2009,2011,Y
1950,Robert J. Wittman,rep,VA,2011-01-05,2013-01-03,Republican,2011,2013,Y
1951,Robert J. Wittman,rep,VA,2013-01-03,2015-01-03,Republican,2013,2015,Y
1952,Robert J. Wittman,rep,VA,2015-01-06,2017-01-03,Republican,2015,2017,Y
1953,Robert J. Wittman,rep,VA,2017-01-03,2019-01-03,Republican,2017,2019,Y
1954,Robert J. Wittman,rep,VA,2019-01-03,2021-01-03,Republican,2019,2021,Y
1955,Robert J. Wittman,rep,VA,2021-01-03,2023-01-03,Republican,2021,2023,Y
1956,Steve Womack,rep,AR,2011-01-05,2013-01-03,Republican,2011,2013,Y
1957,Steve Womack,rep,AR,2013-01-03,2015-01-03,Republican,2013,2015,Y
1958,Steve Womack,rep,AR,2015-01-06,2017-01-03,Republican,2015,2017,Y
1959,Steve Womack,rep,AR,2017-01-03,2019-01-03,Republican,2017,2019,Y
1960,Steve Womack,rep,AR,2019-01-03,2021-01-03,Republican,2019,2021,Y
1961,Steve Womack,rep,AR,2021-01-03,2023-01-03,Republican,2021,2023,Y
1962,Ron Wyden,rep,OR,1981-01-05,1983-01-03,Democrat,1981,1983,Y
1963,Ron Wyden,rep,OR,1983-01-03,1985-01-03,Democrat,1983,1985,Y
1964,Ron Wyden,rep,OR,1985-01-03,1987-01-03,Democrat,1985,1987,Y
1965,Ron Wyden,rep,OR,1987-01-06,1989-01-03,Democrat,1987,1989,Y
1966,Ron Wyden,rep,OR,1989-01-03,1991-01-03,Democrat,1989,1991,Y
1967,Ron Wyden,rep,OR,1991-01-03,1993-01-03,Democrat,1991,1993,Y
1968,Ron Wyden,rep,OR,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1969,Ron Wyden,rep,OR,1995-01-04,1996-02-05,Democrat,1995,1996,Y
1970,Ron Wyden,sen,OR,1996-02-05,1999-01-03,Democrat,1996,1999,Y
1971,Ron Wyden,sen,OR,1999-01-06,2005-01-03,Democrat,1999,2005,Y
1972,Ron Wyden,sen,OR,2005-01-04,2011-01-03,Democrat,2005,2011,Y
1973,Ron Wyden,sen,OR,2011-01-05,2017-01-03,Democrat,2011,2017,Y
1974,Ron Wyden,sen,OR,2017-01-03,2023-01-03,Democrat,2017,2023,Y
1975,John A. Yarmuth,rep,KY,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1976,John A. Yarmuth,rep,KY,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1977,John A. Yarmuth,rep,KY,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1978,John A. Yarmuth,rep,KY,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1979,John A. Yarmuth,rep,KY,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1980,John A. Yarmuth,rep,KY,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1981,John A. Yarmuth,rep,KY,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1982,John A. Yarmuth,rep,KY,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1983,Don Young,rep,AK,1973-03-06,1975-01-03,Republican,1973,1975,Y
1984,Don Young,rep,AK,1975-01-14,1977-01-03,Republican,1975,1977,Y
1985,Don Young,rep,AK,1977-01-04,1979-01-03,Republican,1977,1979,Y
1986,Don Young,rep,AK,1979-01-15,1981-01-03,Republican,1979,1981,Y
1987,Don Young,rep,AK,1981-01-05,1983-01-03,Republican,1981,1983,Y
1988,Don Young,rep,AK,1983-01-03,1985-01-03,Republican,1983,1985,Y
1989,Don Young,rep,AK,1985-01-03,1987-01-03,Republican,1985,1987,Y
1990,Don Young,rep,AK,1987-01-06,1989-01-03,Republican,1987,1989,Y
1991,Don Young,rep,AK,1989-01-03,1991-01-03,Republican,1989,1991,Y
1992,Don Young,rep,AK,1991-01-03,1993-01-03,Republican,1991,1993,Y
1993,Don Young,rep,AK,1993-01-05,1995-01-03,Republican,1993,1995,Y
1994,Don Young,rep,AK,1995-01-04,1997-01-03,Republican,1995,1997,Y
1995,Don Young,rep,AK,1997-01-07,1999-01-03,Republican,1997,1999,Y
1996,Don Young,rep,AK,1999-01-06,2001-01-03,Republican,1999,2001,Y
1997,Don Young,rep,AK,2001-01-03,2003-01-03,Republican,2001,2003,Y
1998,Don Young,rep,AK,2003-01-07,2005-01-03,Republican,2003,2005,Y
1999,Don Young,rep,AK,2005-01-04,2007-01-03,Republican,2005,2007,Y
2000,Don Young,rep,AK,2007-01-04,2009-01-03,Republican,2007,2009,Y
2001,Don Young,rep,AK,2009-01-06,2011-01-03,Republican,2009,2011,Y
2002,Don Young,rep,AK,2011-01-05,2013-01-03,Republican,2011,2013,Y
2003,Don Young,rep,AK,2013-01-03,2015-01-03,Republican,2013,2015,Y
2004,Don Young,rep,AK,2015-01-06,2017-01-03,Republican,2015,2017,Y
2005,Don Young,rep,AK,2017-01-03,2019-01-03,Republican,2017,2019,Y
2006,Don Young,rep,AK,2019-01-03,2021-01-03,Republican,2019,2021,Y
2007,Don Young,rep,AK,2021-01-03,2023-01-03,Republican,2021,2023,Y
2008,Todd Young,rep,IN,2011-01-05,2013-01-03,Republican,2011,2013,Y
2009,Todd Young,rep,IN,2013-01-03,2015-01-03,Republican,2013,2015,Y
2010,Todd Young,rep,IN,2015-01-06,2017-01-03,Republican,2015,2017,Y
2011,Todd Young,sen,IN,2017-01-03,2023-01-03,Republican,2017,2023,Y
2012,Mark E. Amodei,rep,NV,2011-09-13,2013-01-03,Republican,2011,2013,Y
2013,Mark E. Amodei,rep,NV,2013-01-03,2015-01-03,Republican,2013,2015,Y
2014,Mark E. Amodei,rep,NV,2015-01-06,2017-01-03,Republican,2015,2017,Y
2015,Mark E. Amodei,rep,NV,2017-01-03,2019-01-03,Republican,2017,2019,Y
2016,Mark E. Amodei,rep,NV,2019-01-03,2021-01-03,Republican,2019,2021,Y
2017,Mark E. Amodei,rep,NV,2021-01-03,2023-01-03,Republican,2021,2023,Y
2018,Suzanne Bonamici,rep,OR,2012-02-07,2013-01-03,Democrat,2012,2013,Y
2019,Suzanne Bonamici,rep,OR,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2020,Suzanne Bonamici,rep,OR,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2021,Suzanne Bonamici,rep,OR,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2022,Suzanne Bonamici,rep,OR,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2023,Suzanne Bonamici,rep,OR,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2024,Suzan K. DelBene,rep,WA,2012-11-13,2013-01-03,Democrat,2012,2013,Y
2025,Suzan K. DelBene,rep,WA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2026,Suzan K. DelBene,rep,WA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2027,Suzan K. DelBene,rep,WA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2028,Suzan K. DelBene,rep,WA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2029,Suzan K. DelBene,rep,WA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2030,Thomas Massie,rep,KY,2012-11-13,2013-01-03,Republican,2012,2013,Y
2031,Thomas Massie,rep,KY,2013-01-03,2015-01-03,Republican,2013,2015,Y
2032,Thomas Massie,rep,KY,2015-01-06,2017-01-03,Republican,2015,2017,Y
2033,Thomas Massie,rep,KY,2017-01-03,2019-01-03,Republican,2017,2019,Y
2034,Thomas Massie,rep,KY,2019-01-03,2021-01-03,Republican,2019,2021,Y
2035,Thomas Massie,rep,KY,2021-01-03,2023-01-03,Republican,2021,2023,Y
2036,"Donald M. Payne, Jr.",rep,NJ,2012-11-15,2013-01-03,Democrat,2012,2013,Y
2037,"Donald M. Payne, Jr.",rep,NJ,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2038,"Donald M. Payne, Jr.",rep,NJ,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2039,"Donald M. Payne, Jr.",rep,NJ,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2040,"Donald M. Payne, Jr.",rep,NJ,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2041,"Donald M. Payne, Jr.",rep,NJ,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2042,Brian Schatz,sen,HI,2012-12-27,2015-01-03,Democrat,2012,2015,
2043,Brian Schatz,sen,HI,2015-01-06,2017-01-03,Democrat,2015,2017,
2044,Brian Schatz,sen,HI,2017-01-03,2023-01-03,Democrat,2017,2023,
2045,Bill Foster,rep,IL,2008-03-08,2009-01-03,Democrat,2008,2009,Y
2046,Bill Foster,rep,IL,2009-01-06,2011-01-03,Democrat,2009,2011,Y
2047,Bill Foster,rep,IL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2048,Bill Foster,rep,IL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2049,Bill Foster,rep,IL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2050,Bill Foster,rep,IL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2051,Bill Foster,rep,IL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2052,Dina Titus,rep,NV,2009-01-06,2011-01-03,Democrat,2009,2011,Y
2053,Dina Titus,rep,NV,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2054,Dina Titus,rep,NV,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2055,Dina Titus,rep,NV,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2056,Dina Titus,rep,NV,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2057,Dina Titus,rep,NV,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2058,Tom Cotton,rep,AR,2013-01-03,2015-01-03,Republican,2013,2015,Y
2059,Tom Cotton,sen,AR,2015-01-06,2021-01-03,Republican,2015,2021,Y
2060,Tom Cotton,sen,AR,2021-01-03,2027-01-03,Republican,2021,2027,Y
2061,Kyrsten Sinema,rep,AZ,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2062,Kyrsten Sinema,rep,AZ,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2063,Kyrsten Sinema,rep,AZ,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2064,Kyrsten Sinema,sen,AZ,2019-01-03,2025-01-03,Democrat,2019,2025,Y
2065,Doug LaMalfa,rep,CA,2013-01-03,2015-01-03,Republican,2013,2015,Y
2066,Doug LaMalfa,rep,CA,2015-01-06,2017-01-03,Republican,2015,2017,Y
2067,Doug LaMalfa,rep,CA,2017-01-03,2019-01-03,Republican,2017,2019,Y
2068,Doug LaMalfa,rep,CA,2019-01-03,2021-01-03,Republican,2019,2021,Y
2069,Doug LaMalfa,rep,CA,2021-01-03,2023-01-03,Republican,2021,2023,Y
2070,Jared Huffman,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2071,Jared Huffman,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2072,Jared Huffman,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2073,Jared Huffman,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
